CO_TAZID,SUBAREAID,CO_FIPS,CO_NAME,MedInc
37181,0,37,SAN JUAN,23110
37182,0,37,SAN JUAN,33124
37183,0,37,SAN JUAN,33124
37184,0,37,SAN JUAN,33124
37185,0,37,SAN JUAN,27670
37186,0,37,SAN JUAN,23110
37187,0,37,SAN JUAN,33124
37188,0,37,SAN JUAN,33124
37189,0,37,SAN JUAN,33124
37190,0,37,SAN JUAN,33124
37191,0,37,SAN JUAN,27670
37192,0,37,SAN JUAN,27670
37193,0,37,SAN JUAN,27670
37194,0,37,SAN JUAN,27670
37195,0,37,SAN JUAN,24923
37196,0,37,SAN JUAN,27670
37197,0,37,SAN JUAN,27670
37198,0,37,SAN JUAN,27670
37199,0,37,SAN JUAN,27670
37200,0,37,SAN JUAN,23110
37201,0,37,SAN JUAN,24923
37202,0,37,SAN JUAN,27237
37203,0,37,SAN JUAN,24923
39001,0,39,SANPETE,50078
39002,0,39,SANPETE,50078
39003,0,39,SANPETE,50078
39004,0,39,SANPETE,50078
39005,0,39,SANPETE,50078
39006,0,39,SANPETE,50078
39007,0,39,SANPETE,50078
39008,0,39,SANPETE,50078
39009,0,39,SANPETE,50078
39010,0,39,SANPETE,50078
39011,0,39,SANPETE,50078
39012,0,39,SANPETE,50078
39013,0,39,SANPETE,50078
39014,0,39,SANPETE,50078
39015,0,39,SANPETE,50078
39016,0,39,SANPETE,50078
39017,0,39,SANPETE,58861
39018,0,39,SANPETE,58861
39019,0,39,SANPETE,58861
39020,0,39,SANPETE,58861
39021,0,39,SANPETE,50078
39022,0,39,SANPETE,50078
39023,0,39,SANPETE,50078
39024,0,39,SANPETE,50078
39025,0,39,SANPETE,58861
39026,0,39,SANPETE,58861
39027,0,39,SANPETE,58861
39028,0,39,SANPETE,58861
39029,0,39,SANPETE,58861
39030,0,39,SANPETE,58861
39031,0,39,SANPETE,50078
39032,0,39,SANPETE,50078
39033,0,39,SANPETE,50078
39034,0,39,SANPETE,50078
39035,0,39,SANPETE,50078
39036,0,39,SANPETE,50078
39037,0,39,SANPETE,50078
39038,0,39,SANPETE,50078
39039,0,39,SANPETE,50078
39040,0,39,SANPETE,50078
39041,0,39,SANPETE,50078
39042,0,39,SANPETE,50078
39043,0,39,SANPETE,50078
39044,0,39,SANPETE,50078
39045,0,39,SANPETE,50078
39046,0,39,SANPETE,50078
39047,0,39,SANPETE,50078
39048,0,39,SANPETE,50078
39049,0,39,SANPETE,53586
39050,0,39,SANPETE,53586
39051,0,39,SANPETE,53586
39052,0,39,SANPETE,53586
39053,0,39,SANPETE,53586
39054,0,39,SANPETE,53586
39055,0,39,SANPETE,50078
39056,0,39,SANPETE,53586
39057,0,39,SANPETE,53586
39058,0,39,SANPETE,53586
39059,0,39,SANPETE,50078
39060,0,39,SANPETE,53586
39061,0,39,SANPETE,53586
39062,0,39,SANPETE,53586
39063,0,39,SANPETE,53586
39064,0,39,SANPETE,50078
39065,0,39,SANPETE,50078
39066,0,39,SANPETE,38187
39067,0,39,SANPETE,54055
39068,0,39,SANPETE,42161
39069,0,39,SANPETE,54285
39070,0,39,SANPETE,50333
39071,0,39,SANPETE,29893
39072,0,39,SANPETE,50333
39073,0,39,SANPETE,50333
39074,0,39,SANPETE,29893
39075,0,39,SANPETE,50333
39076,0,39,SANPETE,50333
39077,0,39,SANPETE,29893
39078,0,39,SANPETE,29893
39079,0,39,SANPETE,29893
39080,0,39,SANPETE,50333
39081,0,39,SANPETE,29893
39082,0,39,SANPETE,50333
39083,0,39,SANPETE,50333
39084,0,39,SANPETE,75281
39085,0,39,SANPETE,84417
39086,0,39,SANPETE,72695
39087,0,39,SANPETE,84417
39088,0,39,SANPETE,45586
39089,0,39,SANPETE,52289
39090,0,39,SANPETE,84417
39091,0,39,SANPETE,84417
39092,0,39,SANPETE,84417
39093,0,39,SANPETE,84417
39094,0,39,SANPETE,84417
39095,0,39,SANPETE,84417
39096,0,39,SANPETE,84417
39097,0,39,SANPETE,45586
39098,0,39,SANPETE,45586
39099,0,39,SANPETE,45586
39100,0,39,SANPETE,84417
39101,0,39,SANPETE,45586
39102,0,39,SANPETE,84417
39103,0,39,SANPETE,45586
39104,0,39,SANPETE,59444
39105,0,39,SANPETE,84417
39106,0,39,SANPETE,50078
39107,0,39,SANPETE,84417
39108,0,39,SANPETE,29893
39109,0,39,SANPETE,84417
39110,0,39,SANPETE,84417
39111,0,39,SANPETE,84417
39112,0,39,SANPETE,84417
39113,0,39,SANPETE,50333
39114,0,39,SANPETE,50333
39115,0,39,SANPETE,50333
39116,0,39,SANPETE,53586
39117,0,39,SANPETE,78895
39118,0,39,SANPETE,52971
39119,0,39,SANPETE,45440
39120,0,39,SANPETE,53802
39121,0,39,SANPETE,37392
39122,0,39,SANPETE,45964
39123,0,39,SANPETE,45893
39124,0,39,SANPETE,53802
39125,0,39,SANPETE,53802
39126,0,39,SANPETE,78895
39127,0,39,SANPETE,53802
39128,0,39,SANPETE,78895
39129,0,39,SANPETE,78895
39130,0,39,SANPETE,53802
39131,0,39,SANPETE,53802
39132,0,39,SANPETE,78895
39133,0,39,SANPETE,78895
39134,0,39,SANPETE,78895
39135,0,39,SANPETE,78895
39136,0,39,SANPETE,53802
39137,0,39,SANPETE,78895
39138,0,39,SANPETE,78895
39139,0,39,SANPETE,78895
39140,0,39,SANPETE,53802
39141,0,39,SANPETE,78895
39142,0,39,SANPETE,78895
39143,0,39,SANPETE,78895
39144,0,39,SANPETE,78895
39145,0,39,SANPETE,78895
39146,0,39,SANPETE,53802
39147,0,39,SANPETE,49715
39148,0,39,SANPETE,51790
39149,0,39,SANPETE,48358
39150,0,39,SANPETE,51790
39151,0,39,SANPETE,48358
39152,0,39,SANPETE,51790
39153,0,39,SANPETE,51790
39154,0,39,SANPETE,51790
39155,0,39,SANPETE,78895
39156,0,39,SANPETE,78895
39157,0,39,SANPETE,78895
39158,0,39,SANPETE,51790
39159,0,39,SANPETE,48358
39160,0,39,SANPETE,78895
39161,0,39,SANPETE,51790
39162,0,39,SANPETE,48358
39163,0,39,SANPETE,48358
39164,0,39,SANPETE,48358
39165,0,39,SANPETE,48358
39166,0,39,SANPETE,48358
39167,0,39,SANPETE,48358
39168,0,39,SANPETE,48358
39169,0,39,SANPETE,48358
39170,0,39,SANPETE,51790
39171,0,39,SANPETE,48358
39172,0,39,SANPETE,64737
39173,0,39,SANPETE,64737
39174,0,39,SANPETE,64737
39175,0,39,SANPETE,64737
39176,0,39,SANPETE,64737
39177,0,39,SANPETE,62280
39178,0,39,SANPETE,64737
39179,0,39,SANPETE,64455
39180,0,39,SANPETE,53586
39181,0,39,SANPETE,64737
39182,0,39,SANPETE,53802
39183,0,39,SANPETE,51790
39184,0,39,SANPETE,64737
39185,0,39,SANPETE,64737
39186,0,39,SANPETE,64737
39187,0,39,SANPETE,64737
39188,0,39,SANPETE,64737
39189,0,39,SANPETE,64737
39190,0,39,SANPETE,45422
39191,0,39,SANPETE,45422
39192,0,39,SANPETE,62762
39193,0,39,SANPETE,61806
39194,0,39,SANPETE,62244
39195,0,39,SANPETE,66406
39196,0,39,SANPETE,66406
39197,0,39,SANPETE,45422
39198,0,39,SANPETE,62199
39199,0,39,SANPETE,66406
39200,0,39,SANPETE,66406
39201,0,39,SANPETE,45422
39202,0,39,SANPETE,61160
39203,0,39,SANPETE,66406
39204,0,39,SANPETE,45422
39205,0,39,SANPETE,45422
39206,0,39,SANPETE,45422
39207,0,39,SANPETE,45422
39208,0,39,SANPETE,45422
41001,0,41,SEVIER,55931
41002,0,41,SEVIER,55931
41003,0,41,SEVIER,55931
41004,0,41,SEVIER,55931
41005,0,41,SEVIER,55931
41006,0,41,SEVIER,55931
41007,0,41,SEVIER,55931
41008,0,41,SEVIER,55931
41009,0,41,SEVIER,55931
41010,0,41,SEVIER,55931
41011,0,41,SEVIER,55931
41012,0,41,SEVIER,55931
41013,0,41,SEVIER,55931
41014,0,41,SEVIER,55931
41015,0,41,SEVIER,55931
41016,0,41,SEVIER,55931
41017,0,41,SEVIER,55931
41018,0,41,SEVIER,55931
41019,0,41,SEVIER,58942
41020,0,41,SEVIER,58942
41021,0,41,SEVIER,58942
41022,0,41,SEVIER,58942
41023,0,41,SEVIER,58942
41024,0,41,SEVIER,46483
41025,0,41,SEVIER,46483
41026,0,41,SEVIER,46483
41027,0,41,SEVIER,46483
41028,0,41,SEVIER,46483
41029,0,41,SEVIER,47457
41030,0,41,SEVIER,46483
41031,0,41,SEVIER,55931
41032,0,41,SEVIER,58942
41033,0,41,SEVIER,58942
41034,0,41,SEVIER,58942
41035,0,41,SEVIER,58942
41036,0,41,SEVIER,58942
41037,0,41,SEVIER,58942
41038,0,41,SEVIER,58942
41039,0,41,SEVIER,58942
41040,0,41,SEVIER,58942
41041,0,41,SEVIER,58942
41042,0,41,SEVIER,58942
41043,0,41,SEVIER,58942
41044,0,41,SEVIER,58942
41045,0,41,SEVIER,58942
41046,0,41,SEVIER,46483
41047,0,41,SEVIER,54196
41048,0,41,SEVIER,65813
41049,0,41,SEVIER,65813
41050,0,41,SEVIER,65813
41051,0,41,SEVIER,65813
41052,0,41,SEVIER,65813
41053,0,41,SEVIER,65813
41054,0,41,SEVIER,65813
41055,0,41,SEVIER,65813
41056,0,41,SEVIER,65813
41057,0,41,SEVIER,52926
41058,0,41,SEVIER,65813
41059,0,41,SEVIER,65813
41060,0,41,SEVIER,65813
41061,0,41,SEVIER,65813
41062,0,41,SEVIER,65813
41063,0,41,SEVIER,65813
41064,0,41,SEVIER,65813
41065,0,41,SEVIER,65813
41066,0,41,SEVIER,65813
41067,0,41,SEVIER,65813
41068,0,41,SEVIER,65813
41069,0,41,SEVIER,65813
41070,0,41,SEVIER,65813
41071,0,41,SEVIER,65813
41072,0,41,SEVIER,65813
41073,0,41,SEVIER,54196
41074,0,41,SEVIER,54196
41075,0,41,SEVIER,54196
41076,0,41,SEVIER,54196
41077,0,41,SEVIER,54196
41078,0,41,SEVIER,54196
41079,0,41,SEVIER,54196
41080,0,41,SEVIER,54196
41081,0,41,SEVIER,54196
41082,0,41,SEVIER,54196
41083,0,41,SEVIER,54196
41084,0,41,SEVIER,54196
41085,0,41,SEVIER,65813
41086,0,41,SEVIER,65813
41087,0,41,SEVIER,65813
41088,0,41,SEVIER,65813
41089,0,41,SEVIER,54196
41090,0,41,SEVIER,54196
41091,0,41,SEVIER,54196
41092,0,41,SEVIER,54196
41093,0,41,SEVIER,54196
41094,0,41,SEVIER,54196
41095,0,41,SEVIER,54196
41096,0,41,SEVIER,54196
41097,0,41,SEVIER,54196
41098,0,41,SEVIER,54196
41099,0,41,SEVIER,54196
41100,0,41,SEVIER,54196
41101,0,41,SEVIER,54196
41102,0,41,SEVIER,54196
41103,0,41,SEVIER,54196
41104,0,41,SEVIER,54196
41105,0,41,SEVIER,54196
41106,0,41,SEVIER,54196
41107,0,41,SEVIER,54196
41108,0,41,SEVIER,76673
41109,0,41,SEVIER,76673
41110,0,41,SEVIER,76673
41111,0,41,SEVIER,76673
41112,0,41,SEVIER,54196
41113,0,41,SEVIER,54196
41114,0,41,SEVIER,54196
41115,0,41,SEVIER,54196
41116,0,41,SEVIER,54196
41117,0,41,SEVIER,54196
41118,0,41,SEVIER,76673
41119,0,41,SEVIER,76673
41120,0,41,SEVIER,76673
41121,0,41,SEVIER,76673
41122,0,41,SEVIER,76673
41123,0,41,SEVIER,76673
41124,0,41,SEVIER,76673
41125,0,41,SEVIER,76673
41126,0,41,SEVIER,76673
41127,0,41,SEVIER,76673
41128,0,41,SEVIER,76673
41129,0,41,SEVIER,76673
41130,0,41,SEVIER,76673
41131,0,41,SEVIER,76673
41132,0,41,SEVIER,65813
41133,0,41,SEVIER,65813
41134,0,41,SEVIER,53156
41135,0,41,SEVIER,58029
41136,0,41,SEVIER,57879
41137,0,41,SEVIER,58029
41138,0,41,SEVIER,53156
41139,0,41,SEVIER,53156
41140,0,41,SEVIER,47588
41141,0,41,SEVIER,52717
41142,0,41,SEVIER,47588
41143,0,41,SEVIER,53423
41144,0,41,SEVIER,36022
41145,0,41,SEVIER,53156
41146,0,41,SEVIER,36022
41147,0,41,SEVIER,53156
41148,0,41,SEVIER,45796
41149,0,41,SEVIER,47110
41150,0,41,SEVIER,47110
41151,0,41,SEVIER,45796
41152,0,41,SEVIER,47239
41153,0,41,SEVIER,36022
41154,0,41,SEVIER,53156
41155,0,41,SEVIER,45796
41156,0,41,SEVIER,45796
41157,0,41,SEVIER,45796
41158,0,41,SEVIER,53156
41159,0,41,SEVIER,53156
41160,0,41,SEVIER,53156
41161,0,41,SEVIER,53156
41162,0,41,SEVIER,53156
41163,0,41,SEVIER,53156
41164,0,41,SEVIER,54196
41165,0,41,SEVIER,54196
41166,0,41,SEVIER,54196
41167,0,41,SEVIER,54196
41168,0,41,SEVIER,53156
41169,0,41,SEVIER,54196
41170,0,41,SEVIER,54196
41171,0,41,SEVIER,54196
41172,0,41,SEVIER,53156
41173,0,41,SEVIER,53156
41174,0,41,SEVIER,54196
41175,0,41,SEVIER,54196
41176,0,41,SEVIER,53156
41177,0,41,SEVIER,54196
41178,0,41,SEVIER,54196
41179,0,41,SEVIER,54196
41180,0,41,SEVIER,53156
41181,0,41,SEVIER,54196
41182,0,41,SEVIER,54196
41183,0,41,SEVIER,53156
41184,0,41,SEVIER,76673
41185,0,41,SEVIER,76673
41186,0,41,SEVIER,76673
41187,0,41,SEVIER,76673
41188,0,41,SEVIER,53156
41189,0,41,SEVIER,53156
41190,0,41,SEVIER,53156
41191,0,41,SEVIER,53156
41192,0,41,SEVIER,53156
41193,0,41,SEVIER,53156
41194,0,41,SEVIER,53156
41195,0,41,SEVIER,76673
41196,0,41,SEVIER,76673
41197,0,41,SEVIER,53156
41198,0,41,SEVIER,53156
41199,0,41,SEVIER,53156
41200,0,41,SEVIER,53156
41201,0,41,SEVIER,53156
41202,0,41,SEVIER,53156
41203,0,41,SEVIER,53156
41204,0,41,SEVIER,53156
41205,0,41,SEVIER,53156
41206,0,41,SEVIER,53156
41207,0,41,SEVIER,65901
41208,0,41,SEVIER,53156
41209,0,41,SEVIER,53156
41210,0,41,SEVIER,53156
41211,0,41,SEVIER,53156
41212,0,41,SEVIER,53156
41213,0,41,SEVIER,53156
41214,0,41,SEVIER,53156
41215,0,41,SEVIER,53156
41216,0,41,SEVIER,53156
41217,0,41,SEVIER,76673
41218,0,41,SEVIER,54652
41219,0,41,SEVIER,53156
41220,0,41,SEVIER,53156
41221,0,41,SEVIER,60478
41222,0,41,SEVIER,53156
41223,0,41,SEVIER,54652
41224,0,41,SEVIER,76673
41225,0,41,SEVIER,76673
41226,0,41,SEVIER,76673
41227,0,41,SEVIER,76673
41228,0,41,SEVIER,76673
41229,0,41,SEVIER,76673
41230,0,41,SEVIER,76673
41231,0,41,SEVIER,76673
41232,0,41,SEVIER,76673
41233,0,41,SEVIER,65901
41234,0,41,SEVIER,65901
41235,0,41,SEVIER,65901
41236,0,41,SEVIER,65901
41237,0,41,SEVIER,65901
41238,0,41,SEVIER,65901
41239,0,41,SEVIER,62686
41240,0,41,SEVIER,62686
41241,0,41,SEVIER,60070
41242,0,41,SEVIER,47461
41243,0,41,SEVIER,47461
41244,0,41,SEVIER,47461
41245,0,41,SEVIER,47461
41246,0,41,SEVIER,47461
41247,0,41,SEVIER,47461
41248,0,41,SEVIER,47461
41249,0,41,SEVIER,47461
41250,0,41,SEVIER,47461
41251,0,41,SEVIER,47461
41252,0,41,SEVIER,47461
41253,0,41,SEVIER,47461
41254,0,41,SEVIER,47461
41255,0,41,SEVIER,47461
41256,0,41,SEVIER,47461
41257,0,41,SEVIER,47461
41258,0,41,SEVIER,47461
41259,0,41,SEVIER,62686
41260,0,41,SEVIER,47461
41261,0,41,SEVIER,47461
41262,0,41,SEVIER,47461
41263,0,41,SEVIER,47461
41264,0,41,SEVIER,47461
41265,0,41,SEVIER,47461
41266,0,41,SEVIER,62686
41267,0,41,SEVIER,54652
41268,0,41,SEVIER,62686
41269,0,41,SEVIER,54652
41270,0,41,SEVIER,47461
41271,0,41,SEVIER,53054
41272,0,41,SEVIER,62686
41273,0,41,SEVIER,62686
41274,0,41,SEVIER,62686
41275,0,41,SEVIER,62686
41276,0,41,SEVIER,54652
41277,0,41,SEVIER,62686
41278,0,41,SEVIER,62686
41279,0,41,SEVIER,62686
41280,0,41,SEVIER,47461
41281,0,41,SEVIER,62686
41282,0,41,SEVIER,47461
41283,0,41,SEVIER,47461
41284,0,41,SEVIER,47461
41285,0,41,SEVIER,47461
41286,0,41,SEVIER,54196
41287,0,41,SEVIER,58029
41288,0,41,SEVIER,47461
41289,0,41,SEVIER,47461
41290,0,41,SEVIER,54652
41291,0,41,SEVIER,47461
41292,0,41,SEVIER,54196
41293,0,41,SEVIER,54196
41294,0,41,SEVIER,54196
41295,0,41,SEVIER,54196
41296,0,41,SEVIER,54196
41297,0,41,SEVIER,54196
41298,0,41,SEVIER,54196
41299,0,41,SEVIER,54196
41300,0,41,SEVIER,54196
41301,0,41,SEVIER,54196
41302,0,41,SEVIER,54881
41303,0,41,SEVIER,55931
41304,0,41,SEVIER,55931
41305,0,41,SEVIER,54196
41306,0,41,SEVIER,54196
41307,0,41,SEVIER,76673
41308,0,41,SEVIER,54196
41309,0,41,SEVIER,54196
41310,0,41,SEVIER,54196
45001,0,45,TOOELE,58176
45002,0,45,TOOELE,58176
45003,0,45,TOOELE,75044
45004,0,45,TOOELE,75044
45005,0,45,TOOELE,75044
45006,0,45,TOOELE,75044
45007,0,45,TOOELE,75044
45008,0,45,TOOELE,75044
45009,0,45,TOOELE,75044
45010,0,45,TOOELE,64452
45011,0,45,TOOELE,64289
45012,0,45,TOOELE,71562
45013,0,45,TOOELE,71562
45014,0,45,TOOELE,75044
45015,0,45,TOOELE,64289
45016,0,45,TOOELE,64289
45017,0,45,TOOELE,64289
45018,0,45,TOOELE,71562
45019,0,45,TOOELE,71562
45020,0,45,TOOELE,75044
45021,0,45,TOOELE,75044
45022,0,45,TOOELE,75044
45023,0,45,TOOELE,70480
45024,0,45,TOOELE,70480
45025,0,45,TOOELE,73564
45026,0,45,TOOELE,82166
45027,0,45,TOOELE,82166
45028,0,45,TOOELE,75044
45029,0,45,TOOELE,75044
45030,0,45,TOOELE,73826
45031,0,45,TOOELE,70480
45032,0,45,TOOELE,73564
45033,0,45,TOOELE,73564
45034,0,45,TOOELE,75044
45035,0,45,TOOELE,82166
45036,0,45,TOOELE,82166
45037,0,45,TOOELE,82166
45038,0,45,TOOELE,82166
45039,0,45,TOOELE,82166
45040,0,45,TOOELE,70480
45041,0,45,TOOELE,70480
45042,0,45,TOOELE,73564
45043,0,45,TOOELE,75044
45044,0,45,TOOELE,73564
45045,0,45,TOOELE,75044
45046,0,45,TOOELE,75044
45047,0,45,TOOELE,82166
45048,0,45,TOOELE,70480
45049,0,45,TOOELE,70480
45050,0,45,TOOELE,74379
45051,0,45,TOOELE,75044
45052,0,45,TOOELE,75044
45053,0,45,TOOELE,75044
45054,0,45,TOOELE,75044
45055,0,45,TOOELE,75044
45056,0,45,TOOELE,82166
45057,0,45,TOOELE,75044
45058,0,45,TOOELE,75044
45059,0,45,TOOELE,75044
45060,0,45,TOOELE,75044
45061,0,45,TOOELE,75044
45062,0,45,TOOELE,75044
45063,0,45,TOOELE,75044
45064,0,45,TOOELE,75044
45065,0,45,TOOELE,75044
45066,0,45,TOOELE,75044
45067,0,45,TOOELE,75044
45068,0,45,TOOELE,75044
45069,0,45,TOOELE,75044
45070,0,45,TOOELE,75044
45071,0,45,TOOELE,75044
45072,0,45,TOOELE,75044
45073,0,45,TOOELE,75044
45074,0,45,TOOELE,75044
45075,0,45,TOOELE,75044
45076,0,45,TOOELE,82166
45077,0,45,TOOELE,82166
45078,0,45,TOOELE,75044
45079,0,45,TOOELE,75044
45080,0,45,TOOELE,82166
45081,0,45,TOOELE,82166
45082,0,45,TOOELE,82166
45083,0,45,TOOELE,82166
45084,0,45,TOOELE,82166
45085,0,45,TOOELE,82166
45086,0,45,TOOELE,82166
45087,0,45,TOOELE,82166
45088,0,45,TOOELE,82166
45089,0,45,TOOELE,75044
45090,0,45,TOOELE,75044
45091,0,45,TOOELE,75044
45092,0,45,TOOELE,75044
45093,0,45,TOOELE,75044
45094,0,45,TOOELE,75044
45095,0,45,TOOELE,70480
45096,0,45,TOOELE,75044
45097,0,45,TOOELE,58176
45098,0,45,TOOELE,88055
45099,0,45,TOOELE,75044
45100,0,45,TOOELE,88055
45101,0,45,TOOELE,88055
45102,0,45,TOOELE,58176
45103,0,45,TOOELE,75044
45104,0,45,TOOELE,88055
45105,0,45,TOOELE,88055
45106,0,45,TOOELE,58176
45107,0,45,TOOELE,58176
45108,0,45,TOOELE,75044
45109,0,45,TOOELE,88055
45110,0,45,TOOELE,88055
45111,0,45,TOOELE,88055
45112,0,45,TOOELE,75044
45113,0,45,TOOELE,75044
45114,0,45,TOOELE,75044
45115,0,45,TOOELE,75044
45116,0,45,TOOELE,88055
45117,0,45,TOOELE,88055
45118,0,45,TOOELE,88055
45119,0,45,TOOELE,88055
45120,0,45,TOOELE,123766
45121,0,45,TOOELE,75044
45122,0,45,TOOELE,75044
45123,0,45,TOOELE,88055
45124,0,45,TOOELE,123766
45125,0,45,TOOELE,95919
45126,0,45,TOOELE,96003
45127,0,45,TOOELE,123766
45128,0,45,TOOELE,123766
45129,0,45,TOOELE,123766
45130,0,45,TOOELE,123766
45131,0,45,TOOELE,91831
45132,0,45,TOOELE,95032
45133,0,45,TOOELE,97188
45134,0,45,TOOELE,106121
45135,0,45,TOOELE,123766
45136,0,45,TOOELE,123766
45137,0,45,TOOELE,91831
45138,0,45,TOOELE,91831
45139,0,45,TOOELE,91920
45140,0,45,TOOELE,106121
45141,0,45,TOOELE,123766
45142,0,45,TOOELE,123766
45143,0,45,TOOELE,123766
45144,0,45,TOOELE,123766
45145,0,45,TOOELE,91831
45146,0,45,TOOELE,91831
45147,0,45,TOOELE,91831
45148,0,45,TOOELE,91831
45149,0,45,TOOELE,91831
45150,0,45,TOOELE,91831
45151,0,45,TOOELE,123766
45152,0,45,TOOELE,123766
45153,0,45,TOOELE,123766
45154,0,45,TOOELE,91831
45155,0,45,TOOELE,91831
45156,0,45,TOOELE,91831
45157,0,45,TOOELE,91831
45158,0,45,TOOELE,91831
45159,0,45,TOOELE,123766
45160,0,45,TOOELE,123766
45161,0,45,TOOELE,140310
45162,0,45,TOOELE,140310
45163,0,45,TOOELE,140310
45164,0,45,TOOELE,140310
45165,0,45,TOOELE,92807
45166,0,45,TOOELE,123766
45167,0,45,TOOELE,123766
45168,0,45,TOOELE,123766
45169,0,45,TOOELE,140310
45170,0,45,TOOELE,140310
45171,0,45,TOOELE,123766
45172,0,45,TOOELE,123766
45173,0,45,TOOELE,123766
45174,0,45,TOOELE,92807
45175,0,45,TOOELE,92807
45176,0,45,TOOELE,140310
45177,0,45,TOOELE,92807
45178,0,45,TOOELE,92807
45179,0,45,TOOELE,123766
45180,0,45,TOOELE,82166
45181,0,45,TOOELE,92807
45182,0,45,TOOELE,123766
45183,0,45,TOOELE,82166
45184,0,45,TOOELE,82166
45185,0,45,TOOELE,92853
45186,0,45,TOOELE,82166
45187,0,45,TOOELE,82166
45188,0,45,TOOELE,49494
45189,0,45,TOOELE,92853
45190,0,45,TOOELE,92853
45191,0,45,TOOELE,103500
45192,0,45,TOOELE,82166
45193,0,45,TOOELE,82166
45194,0,45,TOOELE,49494
45195,0,45,TOOELE,49494
45196,0,45,TOOELE,49494
45197,0,45,TOOELE,49494
45198,0,45,TOOELE,62206
45199,0,45,TOOELE,62206
45200,0,45,TOOELE,77185
45201,0,45,TOOELE,103500
45202,0,45,TOOELE,75044
45203,0,45,TOOELE,52158
45204,0,45,TOOELE,68352
45205,0,45,TOOELE,52158
45206,0,45,TOOELE,60013
45207,0,45,TOOELE,52158
45208,0,45,TOOELE,60013
45209,0,45,TOOELE,52158
45210,0,45,TOOELE,36196
45211,0,45,TOOELE,36196
45212,0,45,TOOELE,36196
45213,0,45,TOOELE,36196
45214,0,45,TOOELE,36196
45215,0,45,TOOELE,36196
45216,0,45,TOOELE,67224
45217,0,45,TOOELE,103500
45218,0,45,TOOELE,68352
45219,0,45,TOOELE,68352
45220,0,45,TOOELE,68352
45221,0,45,TOOELE,68352
45222,0,45,TOOELE,60013
45223,0,45,TOOELE,60013
45224,0,45,TOOELE,60013
45225,0,45,TOOELE,60013
45226,0,45,TOOELE,58176
45227,0,45,TOOELE,58176
45228,0,45,TOOELE,58176
45229,0,45,TOOELE,58176
45230,0,45,TOOELE,58176
45231,0,45,TOOELE,71964
45232,0,45,TOOELE,68352
45233,0,45,TOOELE,68352
45234,0,45,TOOELE,68352
45235,0,45,TOOELE,78435
45236,0,45,TOOELE,78435
45237,0,45,TOOELE,78435
45238,0,45,TOOELE,58176
45239,0,45,TOOELE,103330
45240,0,45,TOOELE,68352
45241,0,45,TOOELE,68352
45242,0,45,TOOELE,75044
45243,0,45,TOOELE,103500
45244,0,45,TOOELE,103500
45245,0,45,TOOELE,103500
45246,0,45,TOOELE,103500
45247,0,45,TOOELE,103500
45248,0,45,TOOELE,103500
45249,0,45,TOOELE,92853
45250,0,45,TOOELE,103500
45251,0,45,TOOELE,103500
45252,0,45,TOOELE,103500
45253,0,45,TOOELE,103500
45254,0,45,TOOELE,103500
45255,0,45,TOOELE,103500
45256,0,45,TOOELE,103500
45257,0,45,TOOELE,75044
45258,0,45,TOOELE,75044
45259,0,45,TOOELE,75044
45260,0,45,TOOELE,75044
45261,0,45,TOOELE,107302
45262,0,45,TOOELE,107302
45263,0,45,TOOELE,107302
45264,0,45,TOOELE,107302
45265,0,45,TOOELE,107302
45266,0,45,TOOELE,107302
45267,0,45,TOOELE,107302
45268,0,45,TOOELE,95021
45269,0,45,TOOELE,97703
45270,0,45,TOOELE,71304
45271,0,45,TOOELE,71304
45272,0,45,TOOELE,71304
45273,0,45,TOOELE,71304
45274,0,45,TOOELE,71304
45275,0,45,TOOELE,71304
45276,0,45,TOOELE,71304
45277,0,45,TOOELE,71304
45278,0,45,TOOELE,71304
45279,0,45,TOOELE,71304
45280,0,45,TOOELE,71304
45281,0,45,TOOELE,105754
45282,0,45,TOOELE,71304
45283,0,45,TOOELE,71304
45284,0,45,TOOELE,71304
45285,0,45,TOOELE,71304
45286,0,45,TOOELE,71304
45287,0,45,TOOELE,71304
45288,0,45,TOOELE,71304
45289,0,45,TOOELE,71304
45290,0,45,TOOELE,71304
45291,0,45,TOOELE,71304
45292,0,45,TOOELE,71304
45293,0,45,TOOELE,71304
45294,0,45,TOOELE,71304
45295,0,45,TOOELE,65165
45296,0,45,TOOELE,65165
45297,0,45,TOOELE,65165
45298,0,45,TOOELE,65165
45299,0,45,TOOELE,65165
45300,0,45,TOOELE,65165
45301,0,45,TOOELE,65165
45302,0,45,TOOELE,75044
45303,0,45,TOOELE,65165
45304,0,45,TOOELE,65165
45305,0,45,TOOELE,91254
45306,0,45,TOOELE,65165
45307,0,45,TOOELE,65165
45308,0,45,TOOELE,65165
45309,0,45,TOOELE,65165
45310,0,45,TOOELE,91254
45311,0,45,TOOELE,65165
45312,0,45,TOOELE,91254
45313,0,45,TOOELE,31866
45314,0,45,TOOELE,32809
45315,0,45,TOOELE,65165
45316,0,45,TOOELE,65165
45317,0,45,TOOELE,65165
45318,0,45,TOOELE,65165
45319,0,45,TOOELE,65165
47001,0,47,UINTAH,66588
47002,0,47,UINTAH,66588
47003,0,47,UINTAH,66588
47004,0,47,UINTAH,66588
47005,0,47,UINTAH,73501
47006,0,47,UINTAH,73501
47007,0,47,UINTAH,73501
47008,0,47,UINTAH,73501
47009,0,47,UINTAH,73501
