CO_TAZID,SUBAREAID,CO_FIPS,CO_NAME,MedInc
3176,0,3,BOX ELDER,76558
3177,0,3,BOX ELDER,76558
3178,0,3,BOX ELDER,76558
3179,0,3,BOX ELDER,76558
3180,0,3,BOX ELDER,76558
3181,0,3,BOX ELDER,76558
3182,0,3,BOX ELDER,66905
3183,0,3,BOX ELDER,66905
3184,0,3,BOX ELDER,66905
3185,0,3,BOX ELDER,66905
3186,0,3,BOX ELDER,66905
3187,0,3,BOX ELDER,66905
3188,0,3,BOX ELDER,66905
3189,0,3,BOX ELDER,66905
3190,0,3,BOX ELDER,69398
3191,0,3,BOX ELDER,66905
3192,0,3,BOX ELDER,53599
3193,0,3,BOX ELDER,91839
3194,0,3,BOX ELDER,66905
3195,0,3,BOX ELDER,76558
3196,0,3,BOX ELDER,91839
3197,0,3,BOX ELDER,66905
3198,0,3,BOX ELDER,91689
3199,0,3,BOX ELDER,76558
3200,0,3,BOX ELDER,66905
3201,0,3,BOX ELDER,66905
3202,0,3,BOX ELDER,66905
3203,0,3,BOX ELDER,76558
3204,0,3,BOX ELDER,66905
3205,0,3,BOX ELDER,66905
3206,0,3,BOX ELDER,66905
3207,0,3,BOX ELDER,66905
3208,0,3,BOX ELDER,66905
3209,0,3,BOX ELDER,66905
3210,0,3,BOX ELDER,66905
3211,0,3,BOX ELDER,76558
3212,0,3,BOX ELDER,76558
3213,0,3,BOX ELDER,76558
3214,0,3,BOX ELDER,76558
3215,0,3,BOX ELDER,76558
3216,0,3,BOX ELDER,76558
3217,0,3,BOX ELDER,76558
3218,0,3,BOX ELDER,76558
3219,0,3,BOX ELDER,76558
3220,0,3,BOX ELDER,76558
3221,0,3,BOX ELDER,51492
3222,0,3,BOX ELDER,76558
3223,0,3,BOX ELDER,76558
3224,0,3,BOX ELDER,76558
3225,0,3,BOX ELDER,76558
3226,0,3,BOX ELDER,76558
3227,0,3,BOX ELDER,51492
3228,0,3,BOX ELDER,51492
3229,0,3,BOX ELDER,51492
3230,0,3,BOX ELDER,51492
3231,0,3,BOX ELDER,51492
3232,0,3,BOX ELDER,51492
3233,0,3,BOX ELDER,51492
3234,0,3,BOX ELDER,51492
3235,0,3,BOX ELDER,63717
3236,0,3,BOX ELDER,51492
3237,0,3,BOX ELDER,51492
3238,0,3,BOX ELDER,63717
3239,0,3,BOX ELDER,63717
3240,0,3,BOX ELDER,51492
3241,0,3,BOX ELDER,51492
3242,0,3,BOX ELDER,51492
3243,0,3,BOX ELDER,51492
3244,0,3,BOX ELDER,63717
3245,0,3,BOX ELDER,63717
3246,0,3,BOX ELDER,51492
3247,0,3,BOX ELDER,51492
3248,0,3,BOX ELDER,63717
3249,0,3,BOX ELDER,51492
3250,0,3,BOX ELDER,51492
3251,0,3,BOX ELDER,51492
3252,0,3,BOX ELDER,63717
3253,0,3,BOX ELDER,51492
3254,0,3,BOX ELDER,51492
3255,0,3,BOX ELDER,51492
3256,0,3,BOX ELDER,51492
3257,0,3,BOX ELDER,63717
3258,0,3,BOX ELDER,51492
3259,0,3,BOX ELDER,71342
3260,0,3,BOX ELDER,63717
3261,0,3,BOX ELDER,63717
3262,0,3,BOX ELDER,48456
3263,0,3,BOX ELDER,48456
3264,0,3,BOX ELDER,48456
3265,0,3,BOX ELDER,48456
3266,0,3,BOX ELDER,48456
3267,0,3,BOX ELDER,64953
3268,0,3,BOX ELDER,48456
3269,0,3,BOX ELDER,48456
3270,0,3,BOX ELDER,48456
3271,0,3,BOX ELDER,48456
3272,0,3,BOX ELDER,64953
3273,0,3,BOX ELDER,48456
3274,0,3,BOX ELDER,64953
3275,0,3,BOX ELDER,64953
3276,0,3,BOX ELDER,64145
3277,0,3,BOX ELDER,64145
3278,0,3,BOX ELDER,64953
3279,0,3,BOX ELDER,64145
3280,0,3,BOX ELDER,64953
3281,0,3,BOX ELDER,64145
3282,0,3,BOX ELDER,64953
3283,0,3,BOX ELDER,64953
3284,0,3,BOX ELDER,64953
3285,0,3,BOX ELDER,64953
3286,0,3,BOX ELDER,64953
3287,0,3,BOX ELDER,63717
3288,0,3,BOX ELDER,48456
3289,0,3,BOX ELDER,71342
3290,0,3,BOX ELDER,63717
3291,0,3,BOX ELDER,48456
3292,0,3,BOX ELDER,48456
3293,0,3,BOX ELDER,48456
3294,0,3,BOX ELDER,48456
3295,0,3,BOX ELDER,48456
3296,0,3,BOX ELDER,48456
3297,0,3,BOX ELDER,48456
3298,0,3,BOX ELDER,48456
3299,0,3,BOX ELDER,48456
7001,0,7,CARBON,52326
7002,0,7,CARBON,52326
7003,0,7,CARBON,53344
7004,0,7,CARBON,52326
7005,0,7,CARBON,52326
7006,0,7,CARBON,52326
7007,0,7,CARBON,52326
7008,0,7,CARBON,53072
7009,0,7,CARBON,52326
7010,0,7,CARBON,59044
7011,0,7,CARBON,52326
7012,0,7,CARBON,53884
7013,0,7,CARBON,59044
7014,0,7,CARBON,67578
7015,0,7,CARBON,68352
7016,0,7,CARBON,69253
7017,0,7,CARBON,69253
7018,0,7,CARBON,78451
7019,0,7,CARBON,78451
7020,0,7,CARBON,69253
7021,0,7,CARBON,56080
7022,0,7,CARBON,52207
7023,0,7,CARBON,69253
7024,0,7,CARBON,53104
7025,0,7,CARBON,78451
7026,0,7,CARBON,78451
7027,0,7,CARBON,48228
7028,0,7,CARBON,69253
7029,0,7,CARBON,39975
7030,0,7,CARBON,34583
7031,0,7,CARBON,34583
7032,0,7,CARBON,39975
7033,0,7,CARBON,39975
7034,0,7,CARBON,34948
7035,0,7,CARBON,78451
7036,0,7,CARBON,78451
7037,0,7,CARBON,67578
7038,0,7,CARBON,48228
7039,0,7,CARBON,48228
7040,0,7,CARBON,48228
7041,0,7,CARBON,48228
7042,0,7,CARBON,39214
7043,0,7,CARBON,42162
7044,0,7,CARBON,11218
7045,0,7,CARBON,42162
7046,0,7,CARBON,25143
7047,0,7,CARBON,39975
7048,0,7,CARBON,11218
7049,0,7,CARBON,29942
7050,0,7,CARBON,42162
7051,0,7,CARBON,11218
7052,0,7,CARBON,11218
7053,0,7,CARBON,11218
7054,0,7,CARBON,67578
7055,0,7,CARBON,67578
7056,0,7,CARBON,48228
7057,0,7,CARBON,42162
7058,0,7,CARBON,42162
7059,0,7,CARBON,50581
7060,0,7,CARBON,68352
7061,0,7,CARBON,68352
7062,0,7,CARBON,69253
7063,0,7,CARBON,68326
7064,0,7,CARBON,68352
7065,0,7,CARBON,67578
7066,0,7,CARBON,68348
7067,0,7,CARBON,48228
7068,0,7,CARBON,67578
7069,0,7,CARBON,67578
7070,0,7,CARBON,49843
7071,0,7,CARBON,67578
7072,0,7,CARBON,67578
7073,0,7,CARBON,67578
7074,0,7,CARBON,67578
7075,0,7,CARBON,67578
7076,0,7,CARBON,67578
7077,0,7,CARBON,67578
7078,0,7,CARBON,50581
7079,0,7,CARBON,50581
7080,0,7,CARBON,67578
7081,0,7,CARBON,42162
7082,0,7,CARBON,42162
7083,0,7,CARBON,50581
7084,0,7,CARBON,50581
7085,0,7,CARBON,48049
7086,0,7,CARBON,50581
7087,0,7,CARBON,48049
7088,0,7,CARBON,11218
7089,0,7,CARBON,47301
7090,0,7,CARBON,48049
7091,0,7,CARBON,48049
7092,0,7,CARBON,48049
7093,0,7,CARBON,48049
7094,0,7,CARBON,48049
7095,0,7,CARBON,48049
7096,0,7,CARBON,48049
7097,0,7,CARBON,48049
7098,0,7,CARBON,48049
7099,0,7,CARBON,48049
7100,0,7,CARBON,48049
7101,0,7,CARBON,48049
7102,0,7,CARBON,50075
7103,0,7,CARBON,48964
7104,0,7,CARBON,48049
7105,0,7,CARBON,48049
7106,0,7,CARBON,50581
7107,0,7,CARBON,50581
7108,0,7,CARBON,50581
7109,0,7,CARBON,50581
7110,0,7,CARBON,48049
7111,0,7,CARBON,48049
7112,0,7,CARBON,48049
7113,0,7,CARBON,48049
7114,0,7,CARBON,48049
7115,0,7,CARBON,48049
7116,0,7,CARBON,48049
7117,0,7,CARBON,48049
7118,0,7,CARBON,48049
7119,0,7,CARBON,50581
7120,0,7,CARBON,50581
7121,0,7,CARBON,50581
7122,0,7,CARBON,50581
7123,0,7,CARBON,50581
7124,0,7,CARBON,50581
7125,0,7,CARBON,67578
7126,0,7,CARBON,50581
7127,0,7,CARBON,50581
7128,0,7,CARBON,50581
7129,0,7,CARBON,50581
7130,0,7,CARBON,50581
7131,0,7,CARBON,50581
7132,0,7,CARBON,50581
7133,0,7,CARBON,50581
7134,0,7,CARBON,50581
7135,0,7,CARBON,50581
7136,0,7,CARBON,50581
7137,0,7,CARBON,50581
7138,0,7,CARBON,50581
7139,0,7,CARBON,50581
7140,0,7,CARBON,50581
7141,0,7,CARBON,50581
7142,0,7,CARBON,50581
7143,0,7,CARBON,50581
7144,0,7,CARBON,50581
7145,0,7,CARBON,50581
7146,0,7,CARBON,52326
7147,0,7,CARBON,67578
7148,0,7,CARBON,67578
7149,0,7,CARBON,67578
7150,0,7,CARBON,59044
7151,0,7,CARBON,59044
7152,0,7,CARBON,59044
7153,0,7,CARBON,36393
7154,0,7,CARBON,36393
7155,0,7,CARBON,36393
7156,0,7,CARBON,36393
7157,0,7,CARBON,36393
7158,0,7,CARBON,36393
7159,0,7,CARBON,36393
7160,0,7,CARBON,36393
7161,0,7,CARBON,36393
7162,0,7,CARBON,50581
7163,0,7,CARBON,36393
7164,0,7,CARBON,67578
7165,0,7,CARBON,67578
7166,0,7,CARBON,67578
7167,0,7,CARBON,67578
7168,0,7,CARBON,67578
7169,0,7,CARBON,67578
7170,0,7,CARBON,59044
7171,0,7,CARBON,36393
7172,0,7,CARBON,36393
7173,0,7,CARBON,36393
9001,0,9,DAGGETT,75417
9002,0,9,DAGGETT,75417
9003,0,9,DAGGETT,75417
9004,0,9,DAGGETT,75417
9005,0,9,DAGGETT,75417
9006,0,9,DAGGETT,75417
9007,0,9,DAGGETT,75417
9008,0,9,DAGGETT,75417
9009,0,9,DAGGETT,75417
9010,0,9,DAGGETT,75417
9011,0,9,DAGGETT,75417
9012,0,9,DAGGETT,75417
9013,0,9,DAGGETT,75417
9014,0,9,DAGGETT,75417
9015,0,9,DAGGETT,75417
9016,0,9,DAGGETT,75417
9017,0,9,DAGGETT,75417
9018,0,9,DAGGETT,75417
9019,0,9,DAGGETT,75417
13001,0,13,DUCHESNE,69968
13002,0,13,DUCHESNE,59531
13003,0,13,DUCHESNE,78894
13004,0,13,DUCHESNE,78894
13005,0,13,DUCHESNE,78534
13006,0,13,DUCHESNE,63604
13007,0,13,DUCHESNE,67177
13008,0,13,DUCHESNE,38484
13009,0,13,DUCHESNE,69968
13010,0,13,DUCHESNE,69968
13011,0,13,DUCHESNE,48261
13012,0,13,DUCHESNE,69968
13013,0,13,DUCHESNE,69968
13014,0,13,DUCHESNE,69968
13015,0,13,DUCHESNE,71193
13016,0,13,DUCHESNE,71193
13017,0,13,DUCHESNE,71193
13018,0,13,DUCHESNE,71193
13019,0,13,DUCHESNE,71193
13020,0,13,DUCHESNE,71193
13021,0,13,DUCHESNE,71193
13022,0,13,DUCHESNE,71193
13023,0,13,DUCHESNE,71193
13024,0,13,DUCHESNE,71193
13025,0,13,DUCHESNE,71193
13026,0,13,DUCHESNE,71193
13027,0,13,DUCHESNE,71193
13028,0,13,DUCHESNE,71193
13029,0,13,DUCHESNE,71193
13030,0,13,DUCHESNE,69968
13031,0,13,DUCHESNE,69968
13032,0,13,DUCHESNE,69968
13033,0,13,DUCHESNE,69968
13034,0,13,DUCHESNE,70752
13035,0,13,DUCHESNE,70752
13036,0,13,DUCHESNE,70752
13037,0,13,DUCHESNE,70752
13038,0,13,DUCHESNE,75129
13039,0,13,DUCHESNE,75129
13040,0,13,DUCHESNE,80491
13041,0,13,DUCHESNE,80491
13042,0,13,DUCHESNE,80491
13043,0,13,DUCHESNE,79932
13044,0,13,DUCHESNE,75129
13045,0,13,DUCHESNE,75129
13046,0,13,DUCHESNE,80491
13047,0,13,DUCHESNE,80491
13048,0,13,DUCHESNE,80491
13049,0,13,DUCHESNE,75129
13050,0,13,DUCHESNE,75129
13051,0,13,DUCHESNE,75129
13052,0,13,DUCHESNE,80491
13053,0,13,DUCHESNE,75129
13054,0,13,DUCHESNE,70752
13055,0,13,DUCHESNE,70752
13056,0,13,DUCHESNE,70752
13057,0,13,DUCHESNE,70752
13058,0,13,DUCHESNE,70752
13059,0,13,DUCHESNE,70752
13060,0,13,DUCHESNE,46926
13061,0,13,DUCHESNE,46926
13062,0,13,DUCHESNE,71193
13063,0,13,DUCHESNE,71193
13064,0,13,DUCHESNE,80491
13065,0,13,DUCHESNE,80491
13066,0,13,DUCHESNE,60103
13067,0,13,DUCHESNE,56376
13068,0,13,DUCHESNE,60103
13069,0,13,DUCHESNE,60103
13070,0,13,DUCHESNE,60103
13071,0,13,DUCHESNE,56376
13072,0,13,DUCHESNE,56376
13073,0,13,DUCHESNE,56376
13074,0,13,DUCHESNE,56516
13075,0,13,DUCHESNE,80491
13076,0,13,DUCHESNE,46926
13077,0,13,DUCHESNE,70752
13078,0,13,DUCHESNE,58593
13079,0,13,DUCHESNE,46926
13080,0,13,DUCHESNE,70752
13081,0,13,DUCHESNE,56376
13082,0,13,DUCHESNE,59505
13083,0,13,DUCHESNE,60103
13084,0,13,DUCHESNE,70752
13085,0,13,DUCHESNE,46926
13086,0,13,DUCHESNE,60103
13087,0,13,DUCHESNE,56376
13088,0,13,DUCHESNE,60056
13089,0,13,DUCHESNE,56376
13090,0,13,DUCHESNE,56376
13091,0,13,DUCHESNE,46926
13092,0,13,DUCHESNE,45738
13093,0,13,DUCHESNE,70752
13094,0,13,DUCHESNE,70752
13095,0,13,DUCHESNE,70752
13096,0,13,DUCHESNE,64837
13097,0,13,DUCHESNE,60103
13098,0,13,DUCHESNE,60697
13099,0,13,DUCHESNE,45616
13100,0,13,DUCHESNE,45616
13101,0,13,DUCHESNE,45616
13102,0,13,DUCHESNE,46926
13103,0,13,DUCHESNE,46926
13104,0,13,DUCHESNE,46926
13105,0,13,DUCHESNE,46926
13106,0,13,DUCHESNE,46926
13107,0,13,DUCHESNE,46926
13108,0,13,DUCHESNE,46926
13109,0,13,DUCHESNE,46926
13110,0,13,DUCHESNE,46926
13111,0,13,DUCHESNE,46926
13112,0,13,DUCHESNE,46926
13113,0,13,DUCHESNE,46926
13114,0,13,DUCHESNE,46926
13115,0,13,DUCHESNE,46926
13116,0,13,DUCHESNE,46926
13117,0,13,DUCHESNE,46926
13118,0,13,DUCHESNE,46926
13119,0,13,DUCHESNE,46926
13120,0,13,DUCHESNE,46926
13121,0,13,DUCHESNE,46926
13122,0,13,DUCHESNE,46926
13123,0,13,DUCHESNE,46926
13124,0,13,DUCHESNE,46926
13125,0,13,DUCHESNE,46926
15001,0,15,EMERY,52652
15002,0,15,EMERY,52652
15003,0,15,EMERY,52652
15004,0,15,EMERY,52652
15005,0,15,EMERY,52652
15006,0,15,EMERY,52652
15007,0,15,EMERY,52652
15008,0,15,EMERY,52652
15009,0,15,EMERY,57297
15010,0,15,EMERY,52652
15011,0,15,EMERY,52652
15012,0,15,EMERY,52652
15013,0,15,EMERY,52652
15014,0,15,EMERY,52652
15015,0,15,EMERY,52652
15016,0,15,EMERY,52652
15017,0,15,EMERY,52652
15018,0,15,EMERY,52652
15019,0,15,EMERY,52652
15020,0,15,EMERY,52652
15021,0,15,EMERY,52652
15022,0,15,EMERY,52652
15023,0,15,EMERY,52652
15024,0,15,EMERY,52652
15025,0,15,EMERY,52652
15026,0,15,EMERY,52652
15027,0,15,EMERY,52652
15028,0,15,EMERY,52652
15029,0,15,EMERY,52652
15030,0,15,EMERY,52652
15031,0,15,EMERY,52652
15032,0,15,EMERY,52652
15033,0,15,EMERY,52652
15034,0,15,EMERY,52652
15035,0,15,EMERY,52652
15036,0,15,EMERY,52652
15037,0,15,EMERY,52652
15038,0,15,EMERY,52652
15039,0,15,EMERY,52652
15040,0,15,EMERY,71229
15041,0,15,EMERY,71229
15042,0,15,EMERY,71229
15043,0,15,EMERY,71229
15044,0,15,EMERY,71229
15045,0,15,EMERY,71229
15046,0,15,EMERY,71229
15047,0,15,EMERY,71229
15048,0,15,EMERY,71229
15049,0,15,EMERY,71229
15050,0,15,EMERY,71229
15051,0,15,EMERY,71229
15052,0,15,EMERY,71229
15053,0,15,EMERY,71229
15054,0,15,EMERY,71229
15055,0,15,EMERY,71229
15056,0,15,EMERY,71229
15057,0,15,EMERY,71229
15058,0,15,EMERY,71229
15059,0,15,EMERY,71229
15060,0,15,EMERY,71229
15061,0,15,EMERY,71229
15062,0,15,EMERY,71229
15063,0,15,EMERY,71229
15064,0,15,EMERY,71229
15065,0,15,EMERY,71229
15066,0,15,EMERY,71229
15067,0,15,EMERY,71229
15068,0,15,EMERY,71229
15069,0,15,EMERY,71229
15070,0,15,EMERY,71229
15071,0,15,EMERY,71229
15072,0,15,EMERY,71229
15073,0,15,EMERY,71229
15074,0,15,EMERY,65530
15075,0,15,EMERY,65530
15076,0,15,EMERY,65530
15077,0,15,EMERY,55786
15078,0,15,EMERY,65530
15079,0,15,EMERY,65530
15080,0,15,EMERY,65530
15081,0,15,EMERY,65530
15082,0,15,EMERY,55786
15083,0,15,EMERY,55786
15084,0,15,EMERY,55786
15085,0,15,EMERY,55786
15086,0,15,EMERY,56332
15087,0,15,EMERY,52652
15088,0,15,EMERY,52652
15089,0,15,EMERY,71229
15090,0,15,EMERY,65530
15091,0,15,EMERY,62955
15092,0,15,EMERY,65530
15093,0,15,EMERY,55786
