;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
1,30001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66905,0,0,0,3,BOX ELDER
2,30002,16.1,86.8,5.391304348,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,7.9,1.2,66905,0,0,0,3,BOX ELDER
3,30003,15,61.3,4.086666667,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,1.3,0.9,51492,0,0,0,3,BOX ELDER
4,30004,3.9,12.8,3.282051282,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.7,0.2,51492,0,0,0,3,BOX ELDER
5,30005,58.4,169.4,2.900684932,7.7,0.7,2.1,4.9,15.1,0.4,0.3,1.5,0.6,0.2,0.6,2.8,1.3,0,0,4,3.4,68948,0,0,0,3,BOX ELDER
6,30006,6.1,19.2,3.147540984,4.4,0,4.4,0,5.5,0,0,0,4.4,0,0,0,0,0,0,0.7,0.4,51492,0,0,0,3,BOX ELDER
7,30007,44,123.7,2.811363636,54.9,5.4,26.4,23.1,144.2,3.5,1.9,8.3,18.1,1.4,3.6,2.9,15.2,86.1,0,0.7,2.5,51492,0,0,0,3,BOX ELDER
8,30008,46.2,147.3,3.188311688,43.9,11.5,0.7,31.7,48.6,11.4,0.1,0.5,0.2,29.1,0.2,0.2,2.2,0,0,2,2.7,71055,0,0,0,3,BOX ELDER
9,30009,23.2,27.8,1.198275862,67.3,2.6,55.7,9,74.1,1.5,1.1,4.8,50.9,0.8,2.1,1.7,4.4,0,0,5.3,1.5,51492,0,0,0,3,BOX ELDER
10,30010,17.9,58.3,3.25698324,52.6,0,52.6,0,54.3,0,0,0,52.6,0,0,0,0,0,0,0.7,1,51492,0,0,0,3,BOX ELDER
11,30011,5.4,15.8,2.925925926,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,1.3,0.3,71342,0,0,0,3,BOX ELDER
