;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
1,30001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66905,0,0,0,3,BOX ELDER
2,30002,13.7,75.8,5.532846715,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,2.2,0.9,66905,0,0,0,3,BOX ELDER
3,30003,14.1,59.2,4.19858156,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,1.6,0.9,51492,0,0,0,3,BOX ELDER
4,30004,3.6,11.9,3.305555556,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.5,0.2,51492,0,0,0,3,BOX ELDER
5,30005,55.3,166.8,3.016274864,5.8,0.5,1.4,3.9,14.1,0.3,0.2,0.9,0.5,0.2,0.4,2.4,0.9,0,0,4.9,3.4,68948,0,0,0,3,BOX ELDER
6,30006,5.2,17.2,3.307692308,4.4,0,4.4,0,6.3,0,0,0,4.4,0,0,0,0,0,0,1.6,0.3,51492,0,0,0,3,BOX ELDER
7,30007,44,128.9,2.929545455,46,3.8,25.2,17,133.7,2.5,1.3,5.2,20,0.9,2.3,1.7,12.1,84.5,0,0.5,2.7,51492,0,0,0,3,BOX ELDER
8,30008,44.5,147.2,3.307865169,43.4,11,0.6,31.8,48.8,10.9,0.1,0.4,0.2,29.4,0.2,0.1,2.1,0,0,2.7,2.7,71055,0,0,0,3,BOX ELDER
9,30009,18.4,22.1,1.201086957,63,1.6,56,5.4,72.4,0.9,0.7,2.9,53.1,0.5,1.3,0.9,2.7,0,0,8.2,1.2,51492,0,0,0,3,BOX ELDER
10,30010,17.4,58.7,3.373563218,52.6,0,52.6,0,54.8,0,0,0,52.6,0,0,0,0,0,0,1.1,1.1,51492,0,0,0,3,BOX ELDER
11,30011,4.5,13.7,3.044444444,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,1.6,0.3,71342,0,0,0,3,BOX ELDER
12,30012,14.9,52,3.489932886,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,2.7,0.9,71342,0,0,0,3,BOX ELDER
13,30013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71342,0,0,0,3,BOX ELDER
14,30014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71342,0,0,0,3,BOX ELDER
15,30015,1,2.9,2.9,269.3,11.9,209.9,47.5,290.8,6.7,5.2,106.1,103.8,3.6,9.7,6.9,27.3,19.2,0,2.2,0.1,66905,0,0,0,3,BOX ELDER
