;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
2217,490001,0.0,0.0,0.0,0,0,0,0,1.007744734,0,0,0,0,0,0,0,0,1.007744734,0.0,0.0,0.0,81720,0,0,0,49,UTAH
2218,490002,1.0,1.6734839784546205,1.6734839784546205,0,0,0,0,0.057674879,0,0,0,0,0,0,0,0,0.0,0.0,0.057674879,0.0,81720,0,0,0,49,UTAH
2219,490003,1.0,1.6734839784546205,1.6734839784546205,0,0,0,0,50.44491156,0,0,0,0,0,0,0,0,50.38723668,0.0,0.057674879,0.0,81720,0,0,0,49,UTAH
2220,490004,6.0,15.428775698364685,2.5714626163941143,4,1,1,2,54.28532214,1,0,0,1,0,0,0,2,23.17812887,0.0,27.10719326,0.0,81720,0,0,0,49,UTAH
2221,490005,8.0,18.775743655273928,2.346967956909241,0,0,0,0,13.56208057,0,0,0,0,0,0,0,0,13.10068154,0.0,0.461399034,0.0,81720,0,0,0,49,UTAH
2222,490006,234.0,658.6843911368425,2.8148905604138568,730,398,28,304,792.9846536,341,57,0,28,0,51,179,74,28.21685254,0.0,23.76205027,11.00575077,81720,0,0,0,49,UTAH
2223,490007,26.0,88.6340099962797,3.409000384472296,28,2,0,26,38.03886299,2,0,0,0,0,16,0,10,5.038723668,0.0,2.999093723,2.001045595,81720,0,0,0,49,UTAH
2224,490008,17.0,38.75353250408425,2.279619559063779,0,0,0,0,4.319353331,0,0,0,0,0,0,0,0,4.030978934,0.0,0.288374396,0.0,81720,0,0,0,49,UTAH
2225,490009,35.0,102.97489456960588,2.942139844845882,0,0,0,0,2.269370142,0,0,0,0,0,0,0,0,0.0,0.0,1.268847344,1.000522798,81720,0,0,0,49,UTAH
2226,490010,536.0,1492.0216088005945,2.783622404478721,0,0,0,0,96.8124666,0,0,0,0,0,0,0,0,0.0,0.0,76.80201065,20.01045595,81720,0,0,0,49,UTAH
2227,490011,15.0,49.79667222015539,3.3197781480103594,255,10,34,211,270.332124,0,10,0,34,1,44,137,29,6.046468401,0.0,9.285655565,0.0,81720,0,0,0,49,UTAH
2228,490012,23.0,60.29105732554287,2.621350318501864,0,0,0,0,3.369283476,0,0,0,0,0,0,0,0,3.023234201,0.0,0.346049276,0.0,81720,0,0,0,49,UTAH
